sys_caseid;sys_respid;sys_status;lfdnr#1;studio;S1;rotation;S2.1#1;S2.1#2;S2.1#3;S2.1#4;S2.1#5;S2.1#6;S3;S4#1;S4rec;S5#1;S5#2;S5#3;S5#4;S5#5;S5#6;S5#7;S5#8;S5#9;S5#10;S5#11;S5#12;S6#1;S6#2;S6#3;S6#4;S6#5;S6#6;S6#7;S6#8;S6#9;S6#10;S6#11;S6_o_11;S11;S14;S12;ADD1;ADD2;ADD3;ADD4;ADD5;ADD6.1#1;ADD6.1#2;ADD6.1#3;ADD6.1#4;ADD6.1#5;S7;S7_3;S8;S9;code;colour;prod;R5_15;R2_15;R7_15#1;R7_15#2;R7_15#3;R7_15_o_3;R3_15;R12_15;R27_15;R28_15;R29_15;R30_15;JAR1_15;JAR2_15;JAR3_15;JAR4_15;JAR5_15;ADD13_15;ADD11_15;ADD28_15;R18_15.1#1;R18_15.1#2;R18_15.1#3;R18_15.1#4;R18_15.1#5;R18_15.1#6;R18_15.1#7;R18_15.1#8;R18_15.1#9;R18_15.1#10;R18_15.1#11;R18_15.1#12;R18_15.1#13;R18_15.1#14;R18_15.1#15;R18_15.1#16;R19_15;R20_15;ADD59_15;ADD65_15;R5_10;R2_10;R7_10#1;R7_10#2;R7_10#3;R7_10_o_3;R3_10;R12_10;R27_10;R28_10;R29_10;R30_10;JAR1_10;JAR2_10;JAR3_10;JAR4_10;JAR5_10;ADD13_10;ADD11_10;ADD28_10;R18_10.1#1;R18_10.1#2;R18_10.1#3;R18_10.1#4;R18_10.1#5;R18_10.1#6;R18_10.1#7;R18_10.1#8;R18_10.1#9;R18_10.1#10;R18_10.1#11;R18_10.1#12;R18_10.1#13;R18_10.1#14;R18_10.1#15;R18_10.1#16;R19_10;R20_10;ADD59_10;ADD65_10;R5_13;R2_13;R7_13#1;R7_13#2;R7_13#3;R7_13_o_3;R3_13;R12_13;R27_13;R28_13;R29_13;R30_13;JAR1_13;JAR2_13;JAR3_13;JAR4_13;JAR5_13;ADD13_13;ADD11_13;ADD28_13;R18_13.1#1;R18_13.1#2;R18_13.1#3;R18_13.1#4;R18_13.1#5;R18_13.1#6;R18_13.1#7;R18_13.1#8;R18_13.1#9;R18_13.1#10;R18_13.1#11;R18_13.1#12;R18_13.1#13;R18_13.1#14;R18_13.1#15;R18_13.1#16;R19_13;R20_13;ADD59_13;ADD65_13;pr_eval#1;pr_eval#2;pr_eval#3;pr_eval_cmpl#1;pr_eval_cmpl#2;pr_eval_cmpl#3;p_R21;p_R21x;p_R25;p_R26;p_R27;tporder;loop_inter;numprod;weiter;wrongcell;upload_15;date_prod15_start;time_prod15_start;upload_10;date_prod10_start;time_prod10_start;upload_13;date_prod13_start;time_prod13_start;arot#1;arot#2;arot#3;sys_text1;sys_ext1;sys_ext2;sys_ext3;sys_ext4;sys_ext5;sys_ext6;sys_ext7;sys_ext8;sys_ext9;sys_useragent;sys_duration;sys_startdate;sys_starttime;sys_enddate;sys_endtime;sys_screen_x;sys_screen_y;sys_weight;sys_client;interviewer
4;1017;2;1017;1;1;4;1;1;1;1;1;1;2;41;1;1;3;4;5;6;8;11;;;;;;1;;;;;;;;;;;;1;14;1;2;1;4;4;1;3;3;3;2;2;1;1;1;1;;;1;1;;1;;;;Laver mon visage   Puis appliquer cette crème   Ensuite fond de teint et poudre;6;4;4;Très agréable sur la peau   Sensation de fraîcheur et d hydratation   Bonne odeur délicate ;R à s;3;3;3;3;3;3;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;3;;1;;1;;;;J ai utilisé cette crème après avoir lavé mon visage et comme base avant le maquillage ;5;3;3;Très bonne texture   Sensation de fraîcheur sur la peau à l application   Bonne odeur délicate   Bel aspect belle couleur ;R à s;3;3;3;3;3;3;5;5;5;5;3;3;5;4;4;4;5;5;4;4;4;5;4;4;2;;3;;1;;1;;;;J ai lavé mon visage   La crème testée   Fond de teint  Poudre;6;4;4;Très bonne sensation de fraîcheur sur le visage   Visage bien hydratée   Très belle couleur ;R à s;3;3;3;3;3;3;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;3;;2;3;1;2;3;1;3;1;La sensation de fraîcheur à l application qui est selon le produit plus ou moins forte;Très bonne texture et elles rendent toutes les 3 la peau très douce ;La sensation de fraîcheur à l application est la plus forte;1;2;2;2;;1;20231112;939;1;20231029;1608;1;20231106;1317;2;3;1;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 13, SAMSUNG SM-S916B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36;2588551;20231013;114202;20231112;94433;;;;2;
10;1018;2;1018;1;1;5;1;1;1;1;1;1;2;68;2;1;3;5;6;7;;;;;;;;1;;;;;;;;;;;;1;14;2;2;1;3;5;3;3;4;4;3;3;1;1;1;1;;;2;1;;1;;;;PENETRE BIEN LA PEAU PARFUM NEUTRE;4;3;3;LA PENETRATION DANS LA PEAU ET MAISSE UNE PROTECTION;UN PEU EPAISSE;3;3;4;4;3;2;5;4;4;4;3;4;3;4;3;3;3;3;4;3;3;4;4;4;2;;3;;1;;1;;;;UNE TEXTURE PLUS EPAISSE PLUS ABSORBANTE;4;3;3;IDENTIQUE EN TERME DE TEXTURE ET D EFFET SUR LE VISAGE;RIEN;3;3;3;3;3;3;4;5;3;4;5;3;4;3;3;3;4;4;3;3;4;4;4;4;2;;3;;1;;1;;;;Elle est assez pénétrante dans la peau elle est douce et s étalé facilement assez fluide;5;3;4;Plis fluide plis pénétrante et estombe des mimo ridules ;Rien;3;3;3;3;3;2;4;4;4;5;5;4;4;5;4;3;5;4;5;4;4;4;4;3;2;;3;;3;1;2;3;1;2;2;1;JE TROUVE QUE UNE LAISSE UN FILM PROTECTEUR ET ELLE APPORTE PLUS DE SOIN A LA PEAU ET ATTENUE PLUS LES RIDULES COMME UN EFFET LIFTING L ODEUR EST PLUS NEUTRE AUSSI ET LA COULEUR FAIT PLUS NATUREL;TOUS PENETRE LA PEAU RAPIDEMENT ET NEST PAS GRASSE;POUR SON FILM QUI SEMBLE PLUS AGIR SUR LES RIDULES;1;2;2;2;;1;20231104;1130;1;20231111;938;2;20231028;1012;3;1;2;;47;;;;;;;;;Mozilla/5.0 (Windows NT 10.0, Win64, x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0;2427393;20231014;82729;20231111;94403;;;;1;
47;1019;2;1019;1;1;6;1;1;1;1;1;1;2;46;1;1;5;6;8;10;7;;;;;;;1;;;;;;;;;;;;1;14;1;2;1;4;4;2;2;2;2;2;2;1;1;1;1;;;1;1;;1;;;;Après la douche du matin sur une peau nettoyé,laisse agir 30min et après je me maquille ;5;3;4;Odeur neutre et agréable,pas grasse,ne laisse pas une pellicule de gras,frais,facile a utiliser et a etaler;Rien;3;3;3;3;3;3;4;5;4;4;4;4;5;4;4;4;5;4;4;4;4;5;4;4;2;;3;;1;;1;;;;Je l utilise tous les matins,sur visage nettoyé.  Laisse agir environ 30min puis je me maquille dessus;3;2;3;Son odeur neutre,sa couleur,sa facilité a utilisé ;Elle a du mal à pénétrer ds la peau.je la trouve légèrement grasse a appliquer .laissé un film légèrement désagréable ;4;4;4;4;3;2;4;2;3;3;4;4;3;4;4;3;3;2;4;4;3;3;4;3;2;;3;;1;;1;;;;Je l utilise après ma douche du matin,une fois la peau sèche,je l applique sur tout le visage ,laisse pénétrer et agir la crème,environ 30min après je mets mon maquillage;5;4;4;L odeur est neutre ,elle irrite pas ma peau.ne pique pas non plus.texture épaisse mais qui pénètre bien .ne laisse pas une couche de surgras sur le visage;Peut être qu elle est fort épaisse mais c est pas trop genant;3;3;4;3;3;3;4;4;4;5;4;4;4;4;5;4;4;5;4;4;4;4;4;4;2;;3;;3;2;1;3;2;1;1;3;Réellement la 2eme crème était trop épaisse ,du mal a pénétrer et surtout fort grasse,la 1er et la 3eme sont plus agréable à utiliser,rentre mieux dans la peau,donne un belle éclat au visage surtout la 1ere.odeur neutre c est top ;Les 3 redonnent un côté lisse de ma peau,attenu les rides;Le rendu est meilleur,belle peau efficace;1;2;2;2;;1;20231111;930;1;20231104;1945;1;20231102;954;3;2;1;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36;2157577;20231017;111916;20231111;93853;;;;2;
50;1020;2;1020;1;1;1;1;1;1;1;1;1;2;49;1;5;4;6;;;;;;;;;;1;;;;;;;;;;;;1;14;1;1;1;4;5;3;3;3;3;2;2;1;1;1;1;;;3;1;;1;;;;Nettoyage de la peau, soin visage (rouge), bb crème;4;3;3;Après un nettoyage de la peau on sent la crème pénétrer en profondeur, ça adoucit la peau;Le seul point négatif un peu gras a l’application mais sèche quand même relativement vite;3;4;3;4;3;3;4;4;4;4;3;3;5;4;4;4;2;4;4;3;4;4;3;3;2;;3;;1;;1;;;;En crème de jour avant ma bb crème;3;2;2;Je n’ai pas trouvé d’avantages;La texture est assez grasse et l’odeur pas top ;4;4;4;4;4;2;2;2;4;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;;3;;1;;1;;;;Le matin avant ma bb crème ;4;3;2;Marre qu’elle est grasse elle sèche assez rapidement;Un peut trop grasse ;4;4;4;4;3;2;4;3;4;4;3;3;4;3;3;3;4;4;4;3;4;4;3;3;2;;3;;1;2;3;1;2;3;1;1;J’ai trouvé le produit rouge la texture moins épaisse moins grasse est sèche rapidement et le parfum agréable, tout le contraire pour le produit jaune et le produit bleu juste la texture qui est un peu trop grasse.;Peut-être la texture un peu grasse mais non collante;J’ai trouvé une légère différence à l’application un peu plus légère que les autres;1;2;2;2;;1;20231028;945;1;20231104;1119;1;20231112;1058;1;2;3;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1;2228416;20231017;170913;20231112;110930;;;;2;
48;1021;2;1021;1;1;2;1;1;1;1;1;1;2;58;2;5;6;;;;;;;;;;;1;;;;;;;;;;;;1;14;1;1;1;4;4;1;2;3;4;3;2;1;1;1;1;;;2;1;;1;;;;Après le nettoyage du visage ;5;3;5;La texture   L odeur   La matière ;Aspect ;4;3;2;4;3;3;5;4;5;4;4;3;4;4;4;4;4;4;4;4;4;4;5;4;2;;3;;1;;1;;;;Après nettoyage de la peau;5;3;4;L odeur et l effet sur la peau ;Texture;3;3;4;3;3;2;5;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;2;;3;;1;;1;;;;Après le démaquillage et le nettoyage du visage ;5;3;4;Texture;L odeur ;3;3;3;3;2;3;3;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;3;;1;3;2;1;3;2;3;2;Le produit jaune a une meilleure odeur et sensation sur la peau;La texture;Meilleure sensation sur la peau ;1;2;2;2;;1;20231029;933;1;20231112;1614;1;20231104;1631;1;3;2;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1;2267313;20231017;113401;20231112;162234;;;;2;
24;1022;2;1022;1;1;3;1;1;1;1;1;1;2;40;1;1;3;5;6;7;8;;;;;;;1;;;;;;;;;;;;1;14;2;2;1;4;4;1;2;2;4;2;1;1;1;1;1;;;3;1;;1;;;;Je n'ai utilisé que cette crème pendant le test. ;4;3;3;Je trouve que la crème est facile à appliquer ne colle pas pénétre facilement dans la peau ni trop liquide ni trop épaisse. ;L'odeur reste avec le temps et cela peut devenir dérangeant elle donne aussi quelques picotements après l'application. ;3;3;3;3;4;3;3;6;4;4;2;2;2;2;2;3;5;5;3;3;5;4;3;2;2;;3;;1;;1;;;;J'ai utilisé la crème seule sans aucun autre produit le matin après ma douche je l'ai appliqué sur la totalité du visage ;2;2;1;L'odeur et la texture facile à appliquer ;La crème colle sur le visage et laisse comme une sensation de peau grasse ;5;5;3;5;3;1;6;5;2;4;3;2;2;3;2;3;5;4;2;3;5;3;3;2;2;;3;;1;;1;;;;J'ai utilisé uniquement la crème pendant 5 jours matin et soir parfois, après la douche j'ai appliqué la crème sans aucun autre produit. ;5;3;3;La texture de la crème est bien épaisse j'aime beaucoup elle est facile à appliquer pénétré facilement la peau. ;L'effet sur la peau après l'application, quelques picotements et l'odeur reste trop longtemps le parfum est assez fort ;3;3;3;3;4;3;3;6;5;3;2;3;2;3;3;3;5;5;2;3;5;4;3;4;2;;3;;2;1;3;2;1;3;2;1;Le parfum est plus fort je trouve sur la bleu et reste longtemps, la jaune colle un peu trop la sensation après application n'est pas top donc je dirai que la rouge est la mieux entre les 3.;La texture de la crème la facilité à l'appliquer. ;Oui;1;2;2;2;;1;20231104;1919;1;20231028;2126;1;20231111;1932;2;1;3;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36;2374564;20231015;90622;20231111;194226;;;;2;
32;1023;2;1023;1;1;4;1;1;1;1;1;1;2;65;2;1;3;5;6;7;;;;;;;;1;;;;;;;;;;;;1;14;1;1;1;4;4;2;3;4;4;3;3;1;1;1;1;;;1;1;;1;2;;;j aimis de l eau micellaire avant le matin puis apres ma creme et je me suis maquiller et le soir je me suis demaquiller avec mon eau micellaire et appliquer ma creme;4;3;3;elle sent bon elle a une bonne texture elle penetre bien elle hydrate bien;rien;3;3;3;3;3;3;5;5;4;4;3;3;5;4;4;3;4;5;3;4;4;5;3;4;2;;3;;1;;1;2;;;ELLE SENT BON ELLE EST FACILE A ETALER ELLE A UNE TEXTURE EPAISSE QUI PENETRE QUAND MEME BIEN ELLE FAIT LA PEAU DOUCE;5;4;3;ELLE A UNE BONNE ODEUR ELLE EST FACILE A APPLIQUER LA PEAU EST DOUSSE ET LISSE;RIEN;3;3;3;3;3;2;6;5;5;5;4;3;5;4;3;4;5;4;4;4;4;5;3;3;2;;3;;1;;1;2;;;JE ME SUIS DEMAQUILLEE A L EAU MICELAIRE PUIS J AI APPLIQUEE MA CREME;3;2;2;ELLE A UNE BONNE ODEUR ELLE EST FACILE A APPLIQUE ELLE PENETRE VITE;ELLE ASSECHE UN PEU TROP MA PEAU J AI L IMPRESSION QU ELLE N EST PAS ASSEZ HYDRATANTE;3;2;3;3;3;3;5;4;2;2;2;2;2;2;3;2;2;4;3;3;4;2;2;2;2;;3;;2;3;1;2;3;1;1;2;j ai prefere la jaune car elle a une texture sur ma peau qui me correspond mieux elle est beaucoup plus hydratante  la bleue asseche plus ma peau et la rouge est bien mais moins hydratante que la jaune;la texture;elle hydrate mieux ma peau;1;2;2;2;;1;20231112;1326;1;20231029;1934;1;20231105;1545;2;3;1;;63;;;;;;;;;Mozilla/5.0 (Windows NT 10.0, Win64, x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36;2352961;20231016;90334;20231112;133936;;;;1;
38;1024;2;1024;1;1;5;1;1;1;1;1;1;2;55;1;1;4;5;6;8;10;12;;;;;;1;;;;;;;;;;;;1;14;1;2;1;4;4;2;3;3;3;3;2;1;1;1;1;;;2;1;;1;;;;J'ai utilisé le produit et ensuite je me suis maquillée comme tous les jours ;5;3;3;Sa texture facile à appliquer et non grasses ;Ras;3;3;3;3;3;3;5;5;5;3;3;3;3;3;3;4;5;5;4;4;4;3;3;4;2;;3;;1;;1;;;;J'ai appliqué de l'eau fraîche sur ma peau  puis le produit et je me suis maquillée avec mes produits habituels ;5;3;3;Sa texture hydratante et facile à appliquer ;Ras;3;3;3;3;3;3;5;5;4;4;3;3;4;4;4;4;5;5;3;3;5;3;3;3;2;;3;;1;;1;;;;J'ai appliqué la crème à la place de ma crème habituelle,  et je me suis maquillée, fond de teint,  blush.;5;3;3;Son odeur légèrement parfumée et sa texture hydratante ;Rien;3;3;3;3;3;3;5;5;5;4;4;4;4;4;4;4;5;5;4;4;5;4;4;4;2;;3;;3;1;2;3;1;2;2;1;Le produit avec la pastille rouge me paraît plus adapté pour une peau hydratée et repulpée ;Une texture hydratante et un parfum agréable ;Il convient mieux à mon type de peau ;1;2;2;2;;1;20231104;1111;1;20231111;1024;1;20231028;1106;3;1;2;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36;2246114;20231016;113542;20231111;103056;;;;2;
73;1025;2;1025;1;1;6;1;1;1;1;1;1;2;44;1;1;4;5;6;8;9;10;12;;;;;1;;;;;;;;;;;;1;14;1;1;1;4;5;2;3;3;3;3;2;1;1;1;1;;;1;1;;1;;;;En massage circulaire sur le visage. De bas en haut sur le décolleté et le cou. ;6;4;3;La crème laisse la peau douce sans tiraillement toute la journée. L’odeur est magnifique et me fait me sentir bien. La texture est fondante et agréable à utiliser;Rien de particulier ;3;3;3;3;3;1;6;6;5;5;3;3;5;4;4;5;5;5;4;4;5;5;4;2;2;;3;;1;;1;;;;En massage sur le cou, le décolleté et le visage;6;4;3;L’odeur et la texture sont très agréables à utiliser. Mon visage semble plus radieux et lumineux. Ma peau est douce et hydratee;Je ne vois aucun effet sur les rides et ridules;3;3;3;3;3;3;6;5;5;5;2;2;5;3;5;5;5;5;3;5;5;5;3;5;2;;3;;1;;1;;;;En massage visage cou décolleté ;2;2;1;Il laisse la peau confortable toute la journee;Texture trop épaisse. Odeur inexistante.;3;3;5;4;1;2;1;1;4;4;1;1;3;3;1;1;3;3;4;3;4;4;2;1;2;;3;;3;2;1;3;2;1;3;1;La texture, l’odeur du produit rouge font déjà la différence!  Le bleu n’a pas d’odeur et est beaucoup trop épais.  Le jaune a les même qualités que le rouge mais à choisir je préfère le rouge.  Les trois laisse ma peau agréablement hydratée toute la journée.  Cependant je ne constate pas de différence sur les rides et ridules;L’hydratation;L’odeur met de bonne humeur et de par sa texture il est très agréable à utiliser;1;2;2;2;;1;20231112;1119;1;20231105;1927;1;20231028;524;3;2;1;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.109 Mobile/15E148 Safari/604.1;2068505;20231019;135119;20231112;112624;;;;2;
58;1026;2;1026;1;1;1;1;1;1;1;1;1;2;62;2;1;2;5;6;7;10;;;;;;;1;;;;;;;;;;;;1;14;1;1;1;4;4;2;3;3;2;3;2;1;1;1;1;;;3;1;;1;;;;Aucun autre produit juste celui là après avoir nettoyé mon visage et mon cou;5;3;4;Son odeur sa texture douce et soyeuse pénétré très facilement ;Rien;3;3;3;3;3;3;6;6;4;4;3;3;4;4;3;4;3;5;4;4;5;4;3;3;2;;3;;1;;1;;;;Après avoir nettoyé mon visage et mon cou;4;2;5;Je me suis trompé dans la question d avant donc j ai plutôt aimé l aspect du visage après application ;La texture un peu trop grasse pas d odeur pénétrait de la crème trop longue;3;4;4;4;1;2;1;2;3;3;1;1;2;3;3;4;3;2;4;3;3;3;3;3;2;;3;;1;;1;;;;Après avoir nettoyé mon visage et mon cou ;4;3;2;Son odeur pas trop forte ;Un peu trop grasse manque d onctuosité ;3;3;4;4;3;3;4;2;4;4;3;2;3;3;3;4;3;4;3;4;5;4;3;3;2;;3;;1;2;3;1;2;3;1;1;Leur texture leur odeur leur temps de pénétrait sur la peau je n ai pas trouvé que mes rides c étaient atténués ;Leur couleur ;C est celui qui m à apporté le plus de confort après application ;1;2;2;2;;1;20231029;1632;3;20231104;1733;1;20231111;1201;1;2;3;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 12, SAMSUNG SM-A217F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36;2059466;20231018;170825;20231111;121251;;;;2;
74;1027;2;1027;1;1;2;1;1;1;1;1;1;2;51;1;4;5;6;1;7;9;8;10;12;;;;1;;;;;;;;;;;;1;14;2;2;1;4;3;1;3;3;3;3;1;1;1;1;1;;;2;1;;1;;;;Super odeur onctueuse facile à appliquer   Pénétration rapide laisse la peau douce et hydratée toute la journée belle couleur   Belle texture fondante ;6;4;5;Hydratation pour moi ma peau est hydratée toute la journée ;Rien ne me déplaît ;3;3;3;3;3;3;6;6;5;5;5;4;5;5;5;5;5;5;5;5;5;5;4;4;2;;3;;1;;1;;;;Après avoir lavé mon visage j ai appliqué la crème ensuite ;6;4;4;Odeur texture mon visage plus lisse   Moins de ridule peau ferme et lisse toute la journée et après j appliqué mon maquillage super agréable beau grain de peau ;Aucun point négatif ;3;3;3;3;3;3;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;3;;1;;1;;;;Après ma douche je l ai appliqué sur mon visage   ;5;3;3;La texture   Onctueuse belle couleur facile à utiliser pénétration rapide non grasse ni collante ;L odeur ;3;3;3;3;1;3;2;5;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;4;2;;3;;1;3;2;1;3;2;3;2;Pour son efficacité sur ma peau   Mais si la 1er j ai bcp aime   J ai mis adore celle avec la pastille jaune   Pour la texture les ridules atténuées peau plis ferme tonique et mon maquillage parfait ;Je pense la texture pour ma part ;Pour le résultat final ma peau plus ferme moins de rides   Après application ma peau ferme et belle toute la journée ;1;2;2;2;;1;20231029;1942;2;20231111;1505;1;20231103;1913;1;3;2;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1;1994529;20231019;140929;20231111;151138;;;;2;
26;1028;2;1028;1;1;3;1;1;1;1;1;1;2;61;2;1;3;5;6;7;8;10;;;;;;1;;;;;;;;;;;;1;14;2;1;1;4;4;1;3;4;4;3;2;1;1;1;1;;;3;1;;1;2;;;J'ai appliqué la crème de test ensuite un fond de tein et mon maquillage habituel. ;4;3;3;L'odeur, l'hydratation intense, ;Laisse ma peau un peu grasse. ;4;4;3;4;2;2;6;4;4;4;4;4;4;4;3;4;4;4;4;3;3;4;4;3;2;;3;;1;;1;2;;;Le matin, j'ai utilisé la crème puis mon maquillage de jour et le soir avant le coucher juste la crème et au lit😉. ;5;3;4;L'odeur du produit me plait beaucoup, laisse ma peau douce et hydrater pour toute la journée, ma peau est plus ferme et moins terne. ;Rien;3;3;3;3;3;2;6;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;4;2;;3;;1;;1;2;;;J'ai mis la crème suivi de mon maquillage habituelle et le soir juste la crème. ;5;4;4;L'odeur, laisse ma peau doce et hydraté, laisse un belle apparence de ma peau. ;Ras;3;4;3;3;3;2;6;5;5;5;4;4;5;5;5;5;5;5;5;5;4;5;4;4;2;;3;;2;1;3;2;1;3;1;2;Le produit jaune ne laisse aucune imperfection par rapport au deux autre et le bleu laisse juste une sensation que le peau est un peu grasse.;L'odeur est sensiblement la même. ;Il ne laisse pas de peau garsse, il a été agréable à utiliser, ma peau été plus douce et plus radieuse qu'avec les deux autres. ;1;2;2;2;;1;20231105;2125;1;20231030;1323;1;20231112;853;2;1;3;;63;;;;;;;;;Mozilla/5.0 (Android 10, Mobile, rv:109.0) Gecko/119.0 Firefox/119.0;2417928;20231015;102323;20231112;90211;;;;2;
25;1029;2;1029;1;1;4;1;1;1;1;1;1;2;58;2;1;3;5;7;8;;;;;;;;1;;;;;;;;;;;;1;14;2;2;1;4;4;1;3;3;4;2;1;1;1;1;1;;;1;1;;1;;;;J’ai d’abord utilisé un sérum hydratant ensuite j’ai mis la crème et j’ai appliquer mon maquillage ;3;2;2;Je n’avais pas la sensation d’un peau grasse lors de l’application ;J’ai ressenti des tiraillements lors de l’application ;3;3;3;4;3;3;4;6;3;4;3;3;2;4;4;4;5;5;4;3;5;4;3;4;1;Je ressentais des léger picotements/tiraillements au niveau des joues;3;;1;;1;;;;J'ai utilisé sérum et ensuite j'ai appliqué la crème et ensuite de la crème solaire puis ensuite mon maquillage par au dessus.;4;3;3;Son côté crémeux, qu'il ne laisse pas de particules gras sur la peau ;Picotement sur la peau lors des premières utilisations.;3;3;3;2;3;3;5;5;3;4;4;3;4;3;3;4;5;5;3;4;4;4;4;3;1;Picotement les deux premiers jours.;3;;1;;1;;;;J’ai utilisé un sérum avant la crème et après la crème j’ai mis une protection solaire ;4;3;2;J’aime le fait qu’il ne laisse pas de particule gras sur la peau ;Je sens des picotements lors de l’application du produit ;3;3;4;3;4;3;2;5;4;5;4;4;2;4;4;3;5;5;3;3;5;4;3;3;1;Lors dé l’application j’avais un picotement durant une minute ;3;;2;3;1;2;3;1;1;2;Les textures étaient les mêmes, les odeurs très similaires aussi mais j’ai senti plus d’effet avec la première crème ;La texture, l’odeur très similaire, ne laisse pas de particule gras sur la peau ;Ma peau a mieux réagis à la crème utilisé en première ;1;2;2;2;;2;20231113;53;1;20231028;1329;2;20231106;931;2;3;1;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1;2479499;20231015;91758;20231113;10258;;;;2;
75;1030;2;1030;1;1;5;1;1;1;1;1;1;2;49;1;1;4;5;6;7;8;9;10;12;;;;1;;;;;;;;;;;;1;14;1;2;1;4;3;1;3;3;3;3;1;1;1;1;1;;;2;1;;1;2;;;Peau nettoyée avec une eau micellaire puis application de la creme;5;3;3;Son parfum, sa texture riche mais non collante;N'hydrate pas toute la journée ;3;3;3;3;3;2;5;5;4;4;3;3;5;3;4;4;4;4;4;4;4;4;3;4;2;;3;;1;;1;;;;Peau nettoyée à l'eau micellaire puis application de la creme;4;3;3;Agréable à l'application, sentiment de bien-être, peau unifiée ;Ne laisse pas la peau hydratée toute la journée ;4;4;4;4;3;2;5;3;4;4;3;3;4;4;4;4;3;3;4;4;4;4;4;3;2;;3;;1;;1;;;;J'ai nettoyé ma peau avec une eau micellaire puis j'ai appliqué la crème ensuite j'ai appliqué une cc crème et une poudre matifiante;5;3;4;Crème nourrissante et agréable à l'application, ne colle pas, parfum reconfortant;Rien;3;3;3;3;3;1;5;5;5;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;2;;3;;3;1;2;3;1;2;2;1;La texture du rouge est plus fluide et agréable à utiliser, laisse la peau douce toute la journée, les parfums sont tous agréables;Nourrissantes, sensation de peau douces et hydratée, texture agreable;Crème légère et fluide qui norrit bien la peau, peau hydratée toute la journée ;1;2;2;2;;2;20231105;1610;1;20231111;1219;2;20231028;1243;3;1;2;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36;1978314;20231019;160854;20231111;124048;;;;2;
